GeneSymbol,PSL
SSNA1,Centrosome
SSNA1,Plasma membrane
SLC25A17,Peroxisome
NUDT21,Nucleus
NUDT21,Centrosome
LANCL1,Plasma membrane
RRP9,Nucleolus
SCO2,Mitochondrion
HYAL3,Lysosome
HYAL3,Plasma membrane
CFAP410,Mitochondrion
CFAP410,Cytosol
CFAP410,Plasma membrane
AKAP8,Nucleolus
ZBTB14,Nucleus
ZBTB14,Nucleolus
ZBTB14,Cytosol
IDH3B,Nucleus
IDH3B,Mitochondrion
CALU,Endoplasmic reticulum
CALU,Golgi apparatus
CREB3,Nucleus
CREB3,Endoplasmic reticulum
CREB3,Cytosol
PRICKLE3,Mitochondrion
PRICKLE3,Plasma membrane
EXTL3,Plasma membrane
EXTL3,Nucleus
EXTL3,Endoplasmic reticulum
EXTL3,Golgi apparatus
ORC5,Cytosol
TYROBP,Plasma membrane
NDUFS5,Mitochondrion
PDE6D,Cytosol
ORC4,Nucleus
ORC4,Nucleolus
ORC4,Cytosol
PEX1,Peroxisome
PEX1,Cytosol
AKR1B10,Lysosome
TIMM8A,Mitochondrion
KALRN,Cytosol
DHX16,Nucleus
TMPRSS11D,Plasma membrane
BNIP3L,Mitochondrion
BNIP3L,Endoplasmic reticulum
SH3BP5,Mitochondrion
PLIN1,Endoplasmic reticulum
PLIN1,Cytosol
ADGRB2,Plasma membrane
ADGRB3,Plasma membrane
MED14,Nucleus
PCDH7,Plasma membrane
PRKN,Nucleus
PRKN,Mitochondrion
PRKN,Endoplasmic reticulum
PRKN,Golgi apparatus
PRKN,Cytosol
SMARCA5,Nucleus
ADCY3,Plasma membrane
SPAG9,Cytosol
ST18,Nucleus
NUAK1,Nucleus
URB1,Nucleolus
ZNF862,Nucleus
MGRN1,Nucleus
MGRN1,Endoplasmic reticulum
MGRN1,Cytosol
SIPA1L3,Golgi apparatus
SIPA1L3,Plasma membrane
ZFC3H1,Nucleolus
ZFC3H1,Nucleus
ZNF500,Nucleus
AQR,Nucleus
CEP104,Centrosome
ATP10A,Endoplasmic reticulum
ATP10A,Plasma membrane
OPA1,Mitochondrion
OPA1,Cytosol
ZEB2,Nucleus
ZEB2,Nucleolus
ZEB2,Cytosol
MCM3AP,Nucleus
MCM3AP,Cytosol
PIP5K1C,Cytosol
KIF1B,Mitochondrion
MAPKBP1,Nucleolus
MARCHF6,Endoplasmic reticulum
KDM1A,Nucleus
TBC1D4,Cytosol
PHLPP1,Nucleus
PHLPP1,Plasma membrane
FZD6,Plasma membrane
NUPR1,Nucleus
NME2P1,Nucleus
NOBOX,Nucleus
GSDME,Cytosol
GSDME,Plasma membrane
EVI5,Nucleus
EVI5,Centrosome
EVI5,Cytosol
MAN1A2,Golgi apparatus
SNX3,Cytosol
CUBN,Endoplasmic reticulum
CUBN,Golgi apparatus
STX10,Cytosol
NPHS1,Plasma membrane
OGA,Nucleus
OGA,Cytosol
ADCY9,Cytosol
ADCY9,Plasma membrane
SYNCRIP,Endoplasmic reticulum
SYNCRIP,Cytosol
B4GALT3,Golgi apparatus
B4GALT3,Cytosol
B4GALT4,Golgi apparatus
EIF4EBP3,Nucleus
NEMF,Nucleus
NEMF,Cytosol
FOXD2,Nucleus
NMT2,Golgi apparatus
NMT2,Cytosol
NMT2,Plasma membrane
CCNT1,Nucleolus
CCNT1,Nucleus
CCNT1,Cytosol
BUB1B,Centrosome
BUB1B,Cytosol
PLOD3,Endoplasmic reticulum
PLOD3,Golgi apparatus
CCNT2,Nucleus
CCNT2,Cytosol
CCNT2,Plasma membrane
TLR5,Plasma membrane
TLR2,Golgi apparatus
TLR2,Plasma membrane
GFRA3,Plasma membrane
GFRA3,Cytosol
DIAPH1,Centrosome
TSPAN1,Plasma membrane
EXOC3,Golgi apparatus
UGT1A9,Endoplasmic reticulum
KLHL41,Cytosol
KLHL41,Plasma membrane
LMX1B,Nucleus
PLIN3,Cytosol
FCMR,Plasma membrane
SLC16A7,Cytosol
SLC16A7,Plasma membrane
REV3L,Nucleolus
JAK2,Nucleus
JAK2,Plasma membrane
PEX10,Peroxisome
YPEL1,Nucleus
TPST2,Endoplasmic reticulum
LPXN,Nucleus
LPXN,Cytosol
LPXN,Plasma membrane
CTNND1,Nucleus
CTNND1,Plasma membrane
SLC24A1,Plasma membrane
ICMT,Endoplasmic reticulum
CDC14B,Nucleus
CDC14B,Nucleolus
PLA2G6,Plasma membrane
HCN1,Plasma membrane
SNX2,Lysosome
SNX2,Cytosol
CYTIP,Cytosol
CYTIP,Cell cortex
HPGDS,Cytosol
DPM1,Nucleus
DPM1,Endoplasmic reticulum
USO1,Golgi apparatus
ZNF354A,Nucleus
ZNF354A,Nucleolus
ZNF354A,Cytosol
SLC19A2,Plasma membrane
MRPS14,Mitochondrion
TOM1,Cytosol
H2BC12,Nucleus
H2BC12,Cytosol
CCDC22,Centrosome
PAGE4,Nucleus
PAGE4,Mitochondrion
DKC1,Nucleus
EIF5B,Nucleus
EDF1,Nucleus
EDF1,Nucleolus
EDF1,Cytosol
DIAPH2,Nucleolus
DIAPH2,Endoplasmic reticulum
GPR37L1,Plasma membrane
DNAJA2,Cytosol
BRD4,Nucleus
RAMP1,Plasma membrane
RAMP2,Plasma membrane
RAMP3,Lysosome
RAMP3,Plasma membrane
TBL1X,Nucleus
B4GALT2,Golgi apparatus
HUS1,Nucleus
HUS1,Nucleolus
HUS1,Cytosol
CTNS,Lysosome
CTNS,Plasma membrane
NBN,Nucleus
NBN,Nucleolus
NBN,Golgi apparatus
NOL3,Nucleolus
SCN2B,Plasma membrane
DTNB,Nucleus
FCGR3B,Plasma membrane
ABCB7,Mitochondrion
MITF,Nucleus
HSF2BP,Cytosol
SRGAP2,Nucleus
SRGAP2,Plasma membrane
FAM20B,Golgi apparatus
DENND4B,Golgi apparatus
TMCC2,Endoplasmic reticulum
FKTN,Nucleus
FKTN,Endoplasmic reticulum
FKTN,Golgi apparatus
CBFA2T3,Nucleolus
WDR1,Plasma membrane
FZD7,Plasma membrane
ATP9A,Plasma membrane
ROCK2,Nucleus
ROCK2,Centrosome
ROCK2,Cytosol
ROCK2,Plasma membrane
MFAP3L,Nucleus
MFAP3L,Plasma membrane
CLASP2,Golgi apparatus
CLASP2,Centrosome
CLASP2,Cytosol
CLASP2,Plasma membrane
CLASP2,Cell cortex
PTCD1,Mitochondrion
ASTN2,Cell cortex
CPNE3,Nucleus
CPNE3,Nucleolus
CPNE3,Mitochondrion
CPNE3,Cytosol
CPNE3,Plasma membrane
ZBED4,Nucleus
DEPDC5,Lysosome
ATG13,Mitochondrion
ICOSLG,Plasma membrane
HIP1R,Mitochondrion
HIP1R,Cytosol
HIP1R,Plasma membrane
OBSL1,Golgi apparatus
OBSL1,Centrosome
RNF40,Nucleus
PHF2,Nucleolus
RAB11FIP3,Mitochondrion
RAB11FIP3,Centrosome
CAND2,Cytosol
NPHP4,Centrosome
NPHP4,Cytosol
KDM4A,Nucleus
KDM4A,Cytosol
DNAJC13,Cytosol
PPP6R2,Cytosol
CNOT3,Nucleus
SS18L1,Cytosol
ANKRD17,Nucleus
DNAJB6,Nucleus
DNAJB6,Cytosol
PEX11A,Peroxisome
LRP5,Endoplasmic reticulum
LRP5,Plasma membrane
TMEM127,Plasma membrane
COQ9,Mitochondrion
GGCT,Cytosol
GADD45B,Nucleus
RTN2,Endoplasmic reticulum
NDUFS2,Mitochondrion
GLRA3,Plasma membrane
ZPR1,Nucleus
ZPR1,Nucleolus
USP12,Nucleus
USP12,Plasma membrane
NIPSNAP2,Mitochondrion
HMMR,Centrosome
HMMR,Cytosol
PDCD6,Nucleus
PDCD6,Endoplasmic reticulum
PDCD6,Cytosol
ALOX12B,Cytosol
ZNF253,Nucleus
TBCA,Nucleolus
ATP6V1G1,Plasma membrane
VPS4B,Nucleus
VPS4B,Centrosome
ENTPD6,Golgi apparatus
ENTPD6,Plasma membrane
PROP1,Nucleus
ZNF217,Mitochondrion
PTP4A3,Plasma membrane
MACROH2A1,Nucleus
MACROH2A1,Nucleolus
SH3BGRL,Cytosol
SH3BGRL,Plasma membrane
FLNB,Cytosol
FLNB,Plasma membrane
FLNB,Cell cortex
ZNF737,Nucleus
NCOR1,Nucleus
NCOR1,Cytosol
VAMP4,Golgi apparatus
PEX14,Peroxisome
TRIM3,Golgi apparatus
ULK1,Cytosol
TULP3,Nucleus
TULP3,Nucleolus
TULP3,Plasma membrane
CS,Nucleus
CS,Mitochondrion
SPAG7,Nucleus
MRPL33,Mitochondrion
TACC1,Nucleus
TACC1,Centrosome
TACC1,Cytosol
NME6,Mitochondrion
POLQ,Golgi apparatus
POLQ,Cytosol
CDC45,Nucleus
CDC45,Centrosome
MTX2,Nucleolus
MTX2,Mitochondrion
VPS26A,Lysosome
NDUFB1,Mitochondrion
PMPCB,Mitochondrion
MED24,Nucleus
KATNA1,Centrosome
ERN1,Mitochondrion
ERN1,Endoplasmic reticulum
E2F6,Nucleus
LGR5,Golgi apparatus
LGR5,Plasma membrane
ERLIN1,Endoplasmic reticulum
SUPT3H,Nucleus
GPC4,Nucleus
NDUFS3,Mitochondrion
SRSF10,Cytosol
GMNN,Nucleus
GMNN,Cytosol
CLN5,Lysosome
CLN5,Endoplasmic reticulum
CLN5,Golgi apparatus
CLN5,Cytosol
CLDN11,Plasma membrane
TNFRSF21,Plasma membrane
ECI2,Mitochondrion
ECI2,Peroxisome
TADA3,Nucleus
TAF5L,Nucleus
EED,Cytosol
BANF1,Nucleus
BANF1,Cytosol
SF3B1,Nucleus
CSDE1,Golgi apparatus
CSDE1,Cytosol
CSDE1,Plasma membrane
ZNF821,Nucleus
WBP4,Nucleus
STX11,Golgi apparatus
SKAP2,Cytosol
SKAP2,Plasma membrane
PRKRA,Cytosol
MTRF1,Mitochondrion
CRCP,Plasma membrane
LRP6,Golgi apparatus
LRP6,Endoplasmic reticulum
LRP6,Plasma membrane
RPS6KA5,Nucleus
MED6,Nucleus
MYCBP2,Nucleus
MYCBP2,Cytosol
FOXH1,Nucleus
GCAT,Nucleus
GCAT,Mitochondrion
SPAG6,Nucleus
GCM2,Nucleus
USP2,Centrosome
NPM3,Nucleolus
NPM3,Cytosol
NPM3,Actin cytoskeleton
LYPLA1,Plasma membrane
LYPLA1,Endoplasmic reticulum
LYPLA1,Cytosol
ERAL1,Mitochondrion
ERAL1,Cytosol
PRDM1,Nucleus
PRDM1,Nucleolus
CTAG2,Centrosome
SNRNP200,Nucleus
TRMU,Mitochondrion
OFD1,Nucleus
OFD1,Centrosome
TOM1L1,Cytosol
RPS6KA4,Nucleus
RPS6KA4,Cytosol
SURF6,Nucleolus
PPM1B,Nucleolus
PPM1B,Cytosol
ADAP1,Nucleus
ADAP1,Cytosol
ADAP1,Plasma membrane
UTP20,Nucleolus
UTP20,Plasma membrane
RP2,Golgi apparatus
RP2,Plasma membrane
STK16,Cytosol
STK16,Plasma membrane
CRTAP,Endoplasmic reticulum
SLC25A12,Mitochondrion
SLC22A3,Plasma membrane
RAD51D,Centrosome
PALM,Plasma membrane
ATP6AP2,Lysosome
GRAP2,Nucleus
GRAP2,Cytosol
GRAP2,Plasma membrane
RNASEH2A,Cytosol
PPP1R15A,Mitochondrion
PPP1R15A,Endoplasmic reticulum
PPP1R15A,Golgi apparatus
POP7,Nucleolus
EIF3G,Nucleus
EIF3G,Cytosol
EIF3J,Cytosol
CBR3,Cytosol
PSMD10,Nucleus
PSMD10,Cytosol
KLF7,Nucleus
KLF7,Cytosol
TRAPPC6A,Endoplasmic reticulum
IDH1,Peroxisome
IDH1,Cytosol
GATB,Mitochondrion
SCO1,Mitochondrion
ATRN,Plasma membrane
STAM2,Cytosol
ALDH1L1,Cytosol
SULT1C4,Cytosol
GABBR2,Plasma membrane
RASSF9,Cytosol
SOAT2,Endoplasmic reticulum
DGKI,Nucleus
DGKI,Cytosol
ARL6IP5,Plasma membrane
DYSF,Plasma membrane
PIAS1,Nucleus
PIAS2,Nucleus
BCAS2,Nucleus
BCAS2,Nucleolus
BCAS2,Centrosome
DCTN3,Nucleolus
DCTN3,Centrosome
DCTN3,Cytosol
DNAJC8,Nucleus
DNAJC8,Cytosol
RAD17,Nucleolus
ATP5PD,Mitochondrion
CABYR,Nucleus
CABYR,Cytosol
DNAJB5,Cytosol
TSPAN9,Plasma membrane
FLOT1,Plasma membrane
CDK2AP2,Nucleus
ATP5MG,Mitochondrion
AKAP3,Nucleus
SNAPC5,Nucleolus
CPD,Plasma membrane
GLRX3,Cell cortex
RSL1D1,Nucleolus
WFS1,Endoplasmic reticulum
ANXA9,Cytosol
CLPX,Mitochondrion
CLPX,Cytosol
CDKL5,Nucleus
CDKL5,Centrosome
NEURL1,Plasma membrane
SEC14L2,Cytosol
STC2,Endoplasmic reticulum
STC2,Golgi apparatus
TM7SF2,Endoplasmic reticulum
RNF8,Nucleus
RNF8,Cytosol
SNCG,Centrosome
DFFB,Nucleus
DFFB,Nucleolus
DFFB,Cytosol
CCN5,Nucleus
RGS20,Nucleus
SLC22A5,Endoplasmic reticulum
SLC22A5,Plasma membrane
PDE9A,Endoplasmic reticulum
PDE9A,Golgi apparatus
PDE9A,Cytosol
PDE9A,Plasma membrane
BEST1,Plasma membrane
FGF18,Nucleolus
SRP72,Endoplasmic reticulum
JTB,Centrosome
JTB,Mitochondrion
CST7,Lysosome
CST7,Endoplasmic reticulum
CST7,Golgi apparatus
DXO,Nucleus
DXO,Cytosol
DXO,Plasma membrane
TRPM2,Lysosome
TRPM2,Plasma membrane
RECQL5,Nucleus
RECQL5,Cytosol
URI1,Nucleus
URI1,Mitochondrion
URI1,Cytosol
B3GAT3,Golgi apparatus
STK17B,Nucleus
STK17B,Plasma membrane
STK17B,Actin cytoskeleton
MTA2,Nucleus
USP1,Nucleus
STK10,Plasma membrane
ACTL6B,Nucleus
PRKD3,Cytosol
PRKD3,Plasma membrane
TPPP,Golgi apparatus
TPPP,Nucleus
TPPP,Mitochondrion
TPPP,Cytosol
BAIAP3,Cytosol
BAIAP3,Plasma membrane
NOL4,Nucleolus
LTN1,Cytosol
ATP10B,Endoplasmic reticulum
TOMM70,Mitochondrion
IPO13,Nucleus
DDHD2,Golgi apparatus
DDHD2,Cytosol
MYO1D,Cell cortex
DDN,Nucleus
MICAL2,Nucleus
NFASC,Plasma membrane
SUPT7L,Nucleus
FCHSD2,Plasma membrane
UFL1,Endoplasmic reticulum
UFL1,Nucleus
UFL1,Cytosol
PHF14,Nucleus
SASH1,Cytosol
TMEM63A,Plasma membrane
ZNF432,Nucleolus
ZNF432,Nucleus
LRIG2,Plasma membrane
PLPBP,Cytosol
ERLIN2,Endoplasmic reticulum
ERLIN2,Cytosol
ERLIN2,Plasma membrane
PRPF6,Nucleus
DKK1,Plasma membrane
ABCA8,Endoplasmic reticulum
ABCA8,Plasma membrane
PCF11,Nucleus
PCF11,Mitochondrion
NFAT5,Nucleus
NFAT5,Cytosol
CDK14,Cytosol
CDK14,Plasma membrane
GLS,Mitochondrion
GLS,Cytosol
HAUS5,Centrosome
RHOBTB3,Cytosol
SLCO2B1,Plasma membrane
USP19,Cytosol
TRIM37,Peroxisome
TRIM37,Cytosol
SEC31A,Endoplasmic reticulum
SEC31A,Cytosol
CAMTA2,Nucleus
CLSTN1,Nucleus
CEP152,Centrosome
HEXIM1,Nucleus
SOX30,Nucleus
SOX30,Cytosol
TJP3,Nucleus
TJP3,Plasma membrane
INMT,Cytosol
DIRAS1,Plasma membrane
RPP14,Nucleolus
CCNB2,Centrosome
CCNB2,Cytosol
YIF1A,Golgi apparatus
UBR5,Nucleus
UBR5,Cytosol
FSBP,Nucleus
ALX3,Nucleus
PRSS23,Nucleus
SCAF4,Nucleus
ZNF202,Nucleolus
S1PR2,Plasma membrane
NDUFB6,Mitochondrion
MFN2,Mitochondrion
SNUPN,Cytosol
SNUPN,Plasma membrane
TNFSF15,Plasma membrane
TSPOAP1,Mitochondrion
AKR7A3,Golgi apparatus
AKR7A3,Cytosol
ZFPL1,Golgi apparatus
ELP1,Nucleus
ELP1,Cytosol
UBL3,Plasma membrane
GABARAP,Lysosome
GABARAP,Plasma membrane
GABARAP,Actin cytoskeleton
NDUFA3,Mitochondrion
NDUFB4,Mitochondrion
NDUFB8,Mitochondrion
CACNA1H,Plasma membrane
NDUFA7,Mitochondrion
VAMP5,Golgi apparatus
UNC5C,Plasma membrane
CSPG5,Golgi apparatus
RTN3,Endoplasmic reticulum
RTN3,Golgi apparatus
KLHL2,Actin cytoskeleton
ZNF205,Nucleus
ZNF205,Mitochondrion
LETM1,Mitochondrion
STBD1,Endoplasmic reticulum
STBD1,Plasma membrane
SNX4,Plasma membrane
OR5F1,Plasma membrane
ZWINT,Cytosol
LUC7L3,Nucleus
KIF20A,Golgi apparatus
GOSR1,Golgi apparatus
GOSR1,Cytosol
KAT7,Nucleolus
KAT7,Nucleus
KAT7,Cytosol
ABCC6,Plasma membrane
GADD45G,Nucleus
SLC25A14,Mitochondrion
KCNH1,Plasma membrane
ATE1,Nucleus
HTR3B,Plasma membrane
RASGRP1,Cytosol
RASGRP1,Plasma membrane
RASGRP1,Golgi apparatus
TNKS,Golgi apparatus
CCNDBP1,Nucleus
VAPB,Endoplasmic reticulum
VAPB,Golgi apparatus
RASAL1,Plasma membrane
RASAL1,Cytosol
SNAPIN,Cytosol
NDUFC2,Mitochondrion
NDUFA10,Mitochondrion
CELF2,Nucleus
ABCB11,Plasma membrane
SMC2,Nucleus
SMC2,Nucleolus
TACC2,Centrosome
TACC2,Cytosol
TACC2,Plasma membrane
TRIM16,Cytosol
TRIM16,Plasma membrane
ZBTB7A,Nucleus
OR2C1,Cell cortex
LYPLA2,Cytosol
IPO7,Cytosol
ARIH2,Nucleus
CCN4,Cytosol
CCN6,Mitochondrion
SLU7,Nucleus
SLU7,Cytosol
MOCS3,Cytosol
RAPGEF3,Plasma membrane
CD2BP2,Nucleus
CD2BP2,Cytosol
MED26,Nucleus
ZFYVE9,Cytosol
BRI3,Nucleus
SVIL,Nucleus
SVIL,Cytosol
SVIL,Plasma membrane
SVIL,Actin cytoskeleton
PIGN,Cytosol
PIGN,Plasma membrane
BAG4,Nucleus
BAG4,Cytosol
BAG4,Plasma membrane
AHSA1,Endoplasmic reticulum
AHSA1,Cytosol
PARN,Nucleolus
PSMG1,Nucleus
PSMG1,Endoplasmic reticulum
PSMG1,Golgi apparatus
PSMG1,Cytosol
LARGE1,Golgi apparatus
LARGE1,Plasma membrane
FMNL1,Cytosol
FMNL1,Cell cortex
SGPL1,Endoplasmic reticulum
CLDN7,Plasma membrane
ABCA1,Golgi apparatus
ABCA1,Plasma membrane
NSA2,Nucleolus
CLDN9,Plasma membrane
SEC24B,Cytosol
CLDN14,Endoplasmic reticulum
CLDN14,Plasma membrane
CBX6,Nucleus
SLC2A10,Plasma membrane
SLC2A10,Cytosol
TDP2,Nucleus
TDP2,Nucleolus
MPC2,Nucleus
MPC2,Mitochondrion
METTL18,Nucleus
METTL18,Nucleolus
METTL18,Cytosol
ETHE1,Mitochondrion
ACSL3,Endoplasmic reticulum
ACSL3,Golgi apparatus
KLF8,Cytosol
PCNT,Centrosome
PCNT,Cytosol
YEATS4,Nucleus
ZBTB11,Nucleolus
CNOT4,Nucleus
STAMBP,Cytosol
STAMBP,Plasma membrane
NTN1,Cytosol
NTN1,Actin cytoskeleton
FSTL3,Nucleus
NFATC1,Nucleus
ASMTL,Cytosol
CDS2,Endoplasmic reticulum
CEP43,Nucleus
CEP43,Centrosome
BRD1,Nucleus
APBB3,Nucleus
APBB3,Cytosol
APBB3,Actin cytoskeleton
POP4,Nucleolus
HERC2,Nucleus
HERC2,Cytosol
HERC2,Plasma membrane
CXCL14,Golgi apparatus
ESRRB,Cytosol
SNAP29,Centrosome
SNAP29,Cytosol
CRTAM,Plasma membrane
OXSR1,Cytosol
GGPS1,Cytosol
LDOC1,Nucleolus
SEMA4F,Endoplasmic reticulum
HSPA4L,Cytosol
IL33,Nucleus
LSM8,Nucleus
ZNF682,Nucleus
WIZ,Nucleus
RIGI,Actin cytoskeleton
ZMYM6,Nucleus
STAU1,Endoplasmic reticulum
STAU1,Cytosol
STAU1,Plasma membrane
TTC4,Nucleus
TMEM50A,Endoplasmic reticulum
CAVIN2,Cytosol
CAVIN2,Plasma membrane
BAG3,Nucleus
BAG3,Cytosol
MLYCD,Mitochondrion
MLYCD,Peroxisome
CRYZL1,Cytosol
AIFM1,Nucleus
AIFM1,Mitochondrion
CLDN1,Plasma membrane
CLIC3,Nucleus
CLIC3,Plasma membrane
LATS1,Centrosome
SLC25A27,Mitochondrion
TSPAN13,Plasma membrane
TSPAN15,Cytosol
TSPAN15,Plasma membrane
SNAI1,Nucleus
SNAI1,Cytosol
DDAH2,Mitochondrion
MPIG6B,Endoplasmic reticulum
MPIG6B,Golgi apparatus
MPIG6B,Cytosol
MPIG6B,Plasma membrane
OLFM2,Nucleus
TRUB2,Mitochondrion
ECD,Nucleus
ECD,Cytosol
SYF2,Nucleus
CBX7,Nucleus
CBX7,Cytosol
TBX18,Nucleus
ONECUT2,Actin cytoskeleton
FTCD,Cytosol
FTCD,Plasma membrane
LGI1,Endoplasmic reticulum
LGI1,Golgi apparatus
CD160,Plasma membrane
S1PR4,Mitochondrion
RECK,Plasma membrane
MBD3,Nucleus
TOP3B,Nucleus
NUDT3,Nucleus
NUDT3,Cytosol
FAM107A,Nucleus
FAM107A,Actin cytoskeleton
GAS8,Cytosol
GAS8,Plasma membrane
APC2,Golgi apparatus
APC2,Cytosol
PTTG1,Nucleus
PTTG1,Cytosol
BCL10,Nucleus
BCL10,Lysosome
BCL10,Cytosol
HAND1,Nucleus
HAND1,Nucleolus
ZBED1,Nucleus
ZBED1,Centrosome
MOCS2,Cytosol
TOMM40,Mitochondrion
TOMM40,Cytosol
NAPSA,Lysosome
PEX11B,Mitochondrion
PEX11B,Peroxisome
CHEK2,Golgi apparatus
ACTL6A,Nucleus
ACTL6A,Plasma membrane
NSD2,Nucleolus
MT-CYB,Mitochondrion
CYB5A,Cytosol
ADH1B,Cytosol
ADH1B,Plasma membrane
ADH1C,Cytosol
ADH1C,Plasma membrane
LDHA,Nucleus
ALDH1A1,Cytosol
GLUD1,Mitochondrion
GLUD1,Endoplasmic reticulum
DHFR,Mitochondrion
CYB5R3,Mitochondrion
CYB5R3,Endoplasmic reticulum
GSR,Cytosol
MT-CO2,Mitochondrion
SOD1,Plasma membrane
SOD1,Nucleus
SOD1,Mitochondrion
SOD1,Peroxisome
SOD1,Cytosol
OTC,Mitochondrion
PNP,Cytosol
HPRT1,Cytosol
GOT2,Mitochondrion
GOT2,Plasma membrane
ABL1,Nucleus
ABL1,Nucleolus
ABL1,Cytosol
EGFR,Plasma membrane
EGFR,Nucleus
AK1,Cytosol
ADA,Lysosome
ADA,Cytosol
ADA,Plasma membrane
CA2,Plasma membrane
ASS1,Cytosol
OAS1,Nucleus
OAS1,Mitochondrion
OAS1,Endoplasmic reticulum
OAS1,Cytosol
SERPINA1,Endoplasmic reticulum
SERPINA1,Golgi apparatus
CST3,Golgi apparatus
CST3,Plasma membrane
CSTA,Cytosol
FOS,Nucleus
FOS,Endoplasmic reticulum
FOS,Cytosol
MYC,Nucleus
MYC,Nucleolus
NRAS,Golgi apparatus
HRAS,Golgi apparatus
HRAS,Cytosol
HRAS,Plasma membrane
LDLR,Lysosome
LDLR,Golgi apparatus
TGFB1,Nucleus
PDYN,Plasma membrane
GCG,Plasma membrane
NPY,Golgi apparatus
TNF,Plasma membrane
IL1A,Nucleus
IL1A,Cytosol
IL1B,Lysosome
CD4,Plasma membrane
CD8A,Plasma membrane
PIGR,Plasma membrane
TRAC,Plasma membrane
HLA-B,Endoplasmic reticulum
HLA-B,Golgi apparatus
HLA-DRA,Lysosome
HLA-DRA,Plasma membrane
CRYAA,Nucleus
CRYAA,Cytosol
CRYAB,Nucleus
CRYAB,Mitochondrion
CRYAB,Lysosome
CRYAB,Cytosol
KRT14,Nucleus
KRT6A,Nucleus
LMNA,Nucleus
APOE,Nucleus
APOE,Endoplasmic reticulum
APOE,Golgi apparatus
APOC1,Endoplasmic reticulum
FGA,Endoplasmic reticulum
FGB,Endoplasmic reticulum
FGB,Cell cortex
MBP,Nucleus
MBP,Plasma membrane
CHRNA1,Plasma membrane
GYPA,Cytosol
GYPA,Plasma membrane
SLC4A1,Plasma membrane
APCS,Nucleus
C9,Plasma membrane
AMBP,Endoplasmic reticulum
AMBP,Cytosol
AMBP,Plasma membrane
AHSG,Golgi apparatus
ALB,Nucleus
ALB,Endoplasmic reticulum
ALB,Golgi apparatus
TFRC,Plasma membrane
LTF,Nucleus
FTH1,Nucleus
ESR1,Nucleus
ESR1,Golgi apparatus
ESR1,Plasma membrane
ANG,Nucleus
ANG,Nucleolus
ANG,Actin cytoskeleton
SLPI,Golgi apparatus
OPN1SW,Cytosol
OPN1SW,Plasma membrane
OPN1MW,Plasma membrane
VTN,Endoplasmic reticulum
HMGCR,Endoplasmic reticulum
CAT,Peroxisome
RAF1,Plasma membrane
RAF1,Nucleus
RAF1,Golgi apparatus
RAF1,Cytosol
DNTT,Nucleus
DNTT,Cytosol
PROC,Endoplasmic reticulum
PROC,Golgi apparatus
ALDOA,Nucleus
ALDOA,Actin cytoskeleton
CSTB,Nucleus
CSTB,Nucleolus
CSTB,Cytosol
ANXA1,Nucleus
ANXA1,Cytosol
ANXA1,Plasma membrane
APOB,Cytosol
NR3C1,Nucleus
NR3C1,Centrosome
NR3C1,Cytosol
PRNP,Cytosol
PRNP,Plasma membrane
SOD2,Mitochondrion
OAT,Mitochondrion
TK1,Nucleus
MYCN,Nucleus
MYCN,Nucleolus
MAS1,Plasma membrane
THY1,Endoplasmic reticulum
CD74,Nucleus
CD74,Plasma membrane
CD3D,Plasma membrane
KRT1,Nucleus
S100B,Nucleus
S100B,Cytosol
VWF,Endoplasmic reticulum
SEMG1,Nucleus
TUBB4A,Nucleus
GAPDH,Nucleus
GAPDH,Cytosol
GAPDH,Plasma membrane
HLA-A,Endoplasmic reticulum
HLA-A,Golgi apparatus
HLA-A,Plasma membrane
PRM1,Cytosol
PRM2,Nucleus
ERBB2,Nucleus
ERBB2,Cytosol
ERBB2,Plasma membrane
NTRK1,Plasma membrane
CAPNS1,Cytosol
TP53,Nucleus
TP53,Nucleolus
TP53,Mitochondrion
TP53,Endoplasmic reticulum
TP53,Centrosome
TP53,Cytosol
MT1E,Nucleus
MT1F,Nucleus
HSPB1,Nucleus
TYMS,Nucleus
TYMS,Mitochondrion
CYBB,Plasma membrane
RPN1,Endoplasmic reticulum
RPN1,Cytosol
RPN2,Endoplasmic reticulum
GNAI2,Centrosome
GNAI2,Cytosol
GNAI2,Plasma membrane
H2AC4,Nucleus
GYPC,Plasma membrane
ATP1A1,Plasma membrane
ATP1B1,Plasma membrane
ALDOB,Cytosol
APP,Endoplasmic reticulum
APP,Golgi apparatus
APP,Plasma membrane
ARG1,Nucleus
ITGB3,Nucleus
ITGB3,Plasma membrane
ITGB2,Plasma membrane
S100A8,Nucleus
S100A8,Cytosol
HMGN1,Nucleus
PRKCG,Nucleus
SLC25A5,Nucleus
SLC25A5,Mitochondrion
MPO,Nucleus
PCCA,Mitochondrion
ALPL,Plasma membrane
ALPP,Plasma membrane
EIF2S1,Mitochondrion
EIF2S1,Nucleus
EIF2S1,Cytosol
HMGN2,Nucleus
FGF1,Cytosol
FGF1,Cell cortex
RPLP0,Nucleus
RPLP0,Endoplasmic reticulum
RPLP0,Cytosol
SCG5,Nucleus
JUN,Nucleus
POLR3D,Cytosol
SSB,Nucleus
ATP5MC1,Mitochondrion
TFAP2A,Nucleus
ITGB1,Plasma membrane
PRKCB,Nucleus
PRKCB,Centrosome
PRKCB,Cytosol
PRKCB,Plasma membrane
KRT18,Nucleolus
